checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
< 0 DM,12,all loans at bank paid,car,697,< 100 DM,< 1 year,4,male-single,none,2,car or other,46,bank,own,2,skilled,1,yes,yes,1
0 - 200 DM,48,past payment delays,education,6224,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1
none,30,all loans at bank paid,car,7485,unknown/none,unemployed,4,female-divorced/separated/married,none,1,real estate,53,bank,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,24,all loans at bank paid,education,1837,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,34,bank,for free,1,unskilled-resident,1,none,yes,1
0 - 200 DM,18,current loans paid,furniture/equipment,1924,unknown/none,< 1 year,4,female-divorced/separated/married,none,3,real estate,27,none,rent,1,skilled,1,none,yes,1
< 0 DM,60,past payment delays,business,6836,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,63,none,own,2,skilled,1,yes,yes,1
0 - 200 DM,15,all loans at bank paid,car,6850,100 - 500 DM,unemployed,1,male-single,none,2,building society savings/life insurance,34,none,own,1,highly skilled,2,yes,yes,1
< 0 DM,12,current loans paid,furniture/equipment,7865,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,53,none,for free,1,highly skilled,1,yes,yes,1
0 - 200 DM,48,current loans paid,radio/television,3060,< 100 DM,4 - 7 years,4,male-single,none,4,real estate,28,none,own,2,skilled,1,none,yes,1
0 - 200 DM,30,critical account - other non-bank loans,car,5234,< 100 DM,unemployed,4,male-married/widowed,none,2,car or other,28,none,own,2,highly skilled,1,none,yes,1
< 0 DM,12,current loans paid,car,2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1
none,36,current loans paid,furniture/equipment,10974,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1
> 200 DM or salary assignment,36,current loans paid,radio/television,4210,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,26,none,own,1,skilled,1,none,yes,1
0 - 200 DM,48,past payment delays,education,6224,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1
none,6,current loans paid,furniture/equipment,4611,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,32,none,own,1,skilled,1,none,yes,1
< 0 DM,36,current loans paid,car,1842,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,34,none,own,1,skilled,1,yes,yes,1
0 - 200 DM,24,no credit - paid,business,4241,< 100 DM,1 - 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes,1
none,24,current loans paid,business,4591,>= 1000 DM,1 - 4 years,2,male-single,none,3,building society savings/life insurance,54,none,own,3,highly skilled,1,yes,yes,1
none,48,current loans paid,business,3914,unknown/none,1 - 4 years,4,male-divorced/separated,none,2,real estate,38,bank,own,1,skilled,1,none,yes,1
< 0 DM,12,current loans paid,car,2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1
none,12,past payment delays,repairs,1555,>= 1000 DM,>= 7 years,4,male-single,none,4,unknown-none,55,none,for free,2,skilled,2,none,yes,1
none,18,critical account - other non-bank loans,car,2775,< 100 DM,4 - 7 years,2,male-single,none,2,building society savings/life insurance,31,bank,own,2,skilled,1,none,yes,1
0 - 200 DM,12,current loans paid,furniture/equipment,2762,unknown/none,>= 7 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,25,bank,own,1,skilled,1,yes,yes,1
0 - 200 DM,15,all loans at bank paid,car,6850,100 - 500 DM,unemployed,1,male-single,none,2,building society savings/life insurance,34,none,own,1,highly skilled,2,yes,yes,1
none,48,current loans paid,business,4844,< 100 DM,unemployed,3,male-single,none,2,car or other,33,bank,rent,1,highly skilled,1,yes,yes,1
< 0 DM,12,current loans paid,car,2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1
0 - 200 DM,27,current loans paid,business,3915,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,36,none,own,1,skilled,2,yes,yes,1
none,12,current loans paid,car,1386,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,1
0 - 200 DM,15,no credit - paid,car,1778,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed-unskilled-non-resident,1,none,yes,1
none,18,no credit - paid,business,4165,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,36,stores,own,2,skilled,2,none,yes,1
< 0 DM,36,critical account - other non-bank loans,education,8065,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,unknown-none,25,none,own,2,highly skilled,1,yes,yes,1
none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1
< 0 DM,24,current loans paid,car,1207,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,1
none,36,critical account - other non-bank loans,car,7855,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,25,stores,own,2,skilled,1,yes,yes,1
0 - 200 DM,24,no credit - paid,business,4241,< 100 DM,1 - 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes,1
0 - 200 DM,24,no credit - paid,business,4241,< 100 DM,1 - 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes,1
0 - 200 DM,24,critical account - other non-bank loans,business,1935,< 100 DM,>= 7 years,4,male-divorced/separated,none,4,real estate,31,none,own,2,skilled,1,yes,yes,1
0 - 200 DM,30,critical account - other non-bank loans,car,4249,< 100 DM,unemployed,4,male-married/widowed,none,2,car or other,28,none,own,2,highly skilled,1,none,yes,1
0 - 200 DM,6,all loans at bank paid,education,433,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,bank,rent,1,skilled,2,none,yes,1
none,48,current loans paid,business,4844,< 100 DM,unemployed,3,male-single,none,2,car or other,33,bank,rent,1,highly skilled,1,yes,yes,1
none,48,critical account - other non-bank loans,car,11590,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,24,bank,rent,2,unskilled-resident,1,none,yes,1
< 0 DM,48,current loans paid,car,7763,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,42,bank,for free,1,highly skilled,1,none,yes,1
< 0 DM,16,critical account - other non-bank loans,car,2625,< 100 DM,>= 7 years,2,male-single,guarantor,4,building society savings/life insurance,43,bank,rent,1,skilled,1,yes,yes,1
0 - 200 DM,24,current loans paid,car,12579,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,2,unknown-none,44,none,for free,1,highly skilled,1,yes,yes,1
0 - 200 DM,15,current loans paid,radio/television,802,< 100 DM,>= 7 years,4,male-single,none,3,car or other,37,none,own,1,skilled,2,none,yes,1
0 - 200 DM,12,current loans paid,radio/television,6468,unknown/none,unemployed,2,male-single,none,1,unknown-none,52,none,own,1,highly skilled,1,yes,yes,1
< 0 DM,12,no credit - paid,car,1082,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,48,bank,own,2,skilled,1,none,yes,1
0 - 200 DM,48,all loans at bank paid,business,6416,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,3,unknown-none,59,none,rent,1,skilled,1,none,yes,1
none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1
< 0 DM,12,current loans paid,repairs,741,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,22,none,own,1,skilled,1,none,yes,1
< 0 DM,12,current loans paid,car,900,unknown/none,1 - 4 years,4,male-married/widowed,none,2,car or other,23,none,own,1,skilled,1,none,yes,1
none,18,current loans paid,furniture/equipment,1533,< 100 DM,< 1 year,4,male-married/widowed,co-applicant,1,building society savings/life insurance,43,none,own,1,unskilled-resident,2,none,yes,1
< 0 DM,36,past payment delays,education,6887,< 100 DM,1 - 4 years,4,male-single,none,3,building society savings/life insurance,29,stores,own,1,skilled,1,yes,yes,1
< 0 DM,30,current loans paid,furniture/equipment,2406,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,real estate,23,none,rent,1,skilled,1,none,yes,1
< 0 DM,24,past payment delays,radio/television,1024,< 100 DM,< 1 year,4,male-married/widowed,none,4,real estate,48,stores,own,1,skilled,1,none,yes,1
< 0 DM,12,current loans paid,repairs,741,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,22,none,own,1,skilled,1,none,yes,1
0 - 200 DM,9,all loans at bank paid,car,5129,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,74,bank,for free,1,highly skilled,2,yes,yes,1
0 - 200 DM,24,critical account - other non-bank loans,other,11938,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,39,none,own,2,highly skilled,2,yes,yes,1
< 0 DM,18,all loans at bank paid,car,1442,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,32,none,for free,2,unskilled-resident,2,none,yes,1
0 - 200 DM,6,all loans at bank paid,education,433,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,bank,rent,1,skilled,2,none,yes,1
none,18,critical account - other non-bank loans,car,1530,< 100 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,32,bank,own,2,skilled,1,none,yes,1
< 0 DM,48,current loans paid,repairs,3051,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,54,none,own,1,skilled,1,none,yes,1
< 0 DM,12,all loans at bank paid,radio/television,2149,< 100 DM,1 - 4 years,4,male-divorced/separated,none,1,unknown-none,29,none,for free,1,skilled,1,none,yes,1
< 0 DM,24,current loans paid,furniture/equipment,3345,< 100 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,39,none,rent,1,highly skilled,1,yes,yes,1
none,18,past payment delays,furniture/equipment,1808,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,1,real estate,22,none,own,1,skilled,1,none,yes,1
< 0 DM,24,current loans paid,car,1371,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,25,none,rent,1,skilled,1,none,yes,1
< 0 DM,18,current loans paid,furniture/equipment,2473,< 100 DM,unemployed,4,male-single,none,1,car or other,25,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1
none,15,current loans paid,education,4623,100 - 500 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,40,none,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,24,current loans paid,car,12579,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,2,unknown-none,44,none,for free,1,highly skilled,1,yes,yes,1
none,24,current loans paid,radio/television,5943,unknown/none,< 1 year,1,female-divorced/separated/married,none,1,car or other,44,none,own,2,skilled,1,yes,yes,1
< 0 DM,16,critical account - other non-bank loans,car,2625,< 100 DM,>= 7 years,2,male-single,guarantor,4,building society savings/life insurance,43,bank,rent,1,skilled,1,yes,yes,1
0 - 200 DM,18,current loans paid,car,1042,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1
0 - 200 DM,36,no credit - paid,radio/television,3804,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,42,none,own,1,skilled,1,yes,yes,1
< 0 DM,12,current loans paid,furniture/equipment,1282,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,1
< 0 DM,12,current loans paid,radio/television,709,< 100 DM,>= 7 years,4,male-single,none,4,real estate,57,stores,own,1,unskilled-resident,1,none,yes,1
> 200 DM or salary assignment,12,critical account - other non-bank loans,car,939,500 - 1000 DM,4 - 7 years,4,male-married/widowed,none,2,real estate,28,none,own,3,skilled,1,yes,yes,1
0 - 200 DM,24,past payment delays,furniture/equipment,2064,< 100 DM,unemployed,3,female-divorced/separated/married,none,2,building society savings/life insurance,34,none,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,36,past payment delays,business,4455,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,30,stores,own,2,highly skilled,1,yes,yes,1
0 - 200 DM,24,current loans paid,car,1355,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes,1
none,12,current loans paid,furniture/equipment,1123,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,none,yes,1
0 - 200 DM,12,current loans paid,car,685,< 100 DM,4 - 7 years,2,male-married/widowed,none,3,car or other,25,bank,own,1,unskilled-resident,1,none,yes,1
none,12,past payment delays,repairs,1555,>= 1000 DM,>= 7 years,4,male-single,none,4,unknown-none,55,none,for free,2,skilled,2,none,yes,1
< 0 DM,12,current loans paid,car,1228,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,24,none,own,1,unskilled-resident,1,none,yes,1
0 - 200 DM,18,past payment delays,furniture/equipment,4297,< 100 DM,>= 7 years,4,male-divorced/separated,none,3,unknown-none,40,none,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,48,current loans paid,car,6560,100 - 500 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,24,none,own,1,skilled,1,none,yes,1
0 - 200 DM,18,critical account - other non-bank loans,car,1056,< 100 DM,>= 7 years,3,male-single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,1
0 - 200 DM,48,current loans paid,car,6560,100 - 500 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,24,none,own,1,skilled,1,none,yes,1
< 0 DM,24,all loans at bank paid,business,3161,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,rent,1,skilled,1,yes,yes,1
none,12,current loans paid,education,719,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1
< 0 DM,12,current loans paid,education,684,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,none,yes,1
< 0 DM,18,no credit - paid,furniture/equipment,3114,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,1
< 0 DM,36,current loans paid,car,9271,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled,1,yes,yes,1
0 - 200 DM,60,current loans paid,car,7408,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,none,own,1,highly skilled,1,none,yes,1
< 0 DM,12,no credit - paid,radio/television,6199,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,28,none,rent,2,skilled,1,yes,yes,1
< 0 DM,18,current loans paid,repairs,1217,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,47,none,own,1,unskilled-resident,1,yes,yes,1
< 0 DM,48,no credit - paid,car,4605,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,24,none,for free,2,skilled,2,none,yes,1
0 - 200 DM,12,current loans paid,radio/television,6468,unknown/none,unemployed,2,male-single,none,1,unknown-none,52,none,own,1,highly skilled,1,yes,yes,1
none,36,current loans paid,furniture/equipment,10974,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1
0 - 200 DM,48,no credit - paid,business,3844,100 - 500 DM,4 - 7 years,4,male-single,none,4,unknown-none,34,none,for free,1,unskilled-resident,2,none,yes,1
0 - 200 DM,24,current loans paid,car,11560,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,23,none,rent,2,highly skilled,1,none,yes,1
< 0 DM,18,all loans at bank paid,car,1442,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,32,none,for free,2,unskilled-resident,2,none,yes,1
0 - 200 DM,24,current loans paid,car,1355,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes,1
none,48,critical account - other non-bank loans,car,10127,500 - 1000 DM,1 - 4 years,2,male-single,none,2,unknown-none,44,bank,for free,1,skilled,1,none,yes,1
none,24,current loans paid,radio/television,5943,unknown/none,< 1 year,1,female-divorced/separated/married,none,1,car or other,44,none,own,2,skilled,1,yes,yes,1
0 - 200 DM,6,all loans at bank paid,education,433,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,24,bank,rent,1,skilled,2,none,yes,1
< 0 DM,12,all loans at bank paid,car,697,< 100 DM,< 1 year,4,male-single,none,2,car or other,46,bank,own,2,skilled,1,yes,yes,1
0 - 200 DM,36,current loans paid,car,12389,unknown/none,1 - 4 years,1,male-single,none,4,unknown-none,37,none,for free,1,skilled,1,yes,yes,1
> 200 DM or salary assignment,15,current loans paid,radio/television,2327,< 100 DM,< 1 year,2,female-divorced/separated/married,none,3,real estate,25,none,own,1,unskilled-resident,1,none,yes,1
